customer_id,orders,total_spent,product_variety,avg_order_value,avg_days_between_orders,persona
13727,2,369.72,19,18.486,2.5,Impulse Buyer
13728,6,979.54,38,15.548254,45.6667,Occasional Buyer
13730,2,733.58,38,17.06,13.0,Regular Buyer
13731,2,594.93,36,15.656053,13.5,Regular Buyer
13732,1,763.36,33,23.132121,0.0,
13735,4,2831.06,158,14.444184,52.5,Occasional Buyer
13736,2,1110.99,166,5.816702,127.5,Rare Buyer
13737,1,346.88,29,11.562667,0.0,
13739,1,228.9,3,76.3,0.0,
13740,1,702.17,23,30.52913,0.0,
13741,3,762.15,34,22.416176,48.6667,Occasional Buyer
13742,12,3150.15,200,9.813551,25.3333,Regular Buyer
13743,7,1327.2,8,32.370732,36.7143,Occasional Buyer
13744,2,1298.34,54,18.0325,98.5,Rare Buyer
13745,1,494.52,25,19.7808,0.0,
13747,1,79.6,1,79.6,0.0,
13748,5,967.17,24,34.541786,55.6,Occasional Buyer
13750,5,1640.96,20,68.373333,56.6,Occasional Buyer
13751,1,286.87,9,31.874444,0.0,
13752,6,1206.86,64,15.879737,20.3333,Regular Buyer
13753,1,758.9,35,21.682857,0.0,
13754,2,276.96,11,23.08,83.0,Occasional Buyer
13755,9,2871.16,232,8.395205,6.6667,Impulse Buyer
13756,14,5284.16,66,37.212394,26.0714,Regular Buyer
13758,7,3174.03,104,27.128462,51.7143,Occasional Buyer
13759,2,672.49,24,26.8996,19.0,Regular Buyer
13760,2,321.76,50,5.644912,101.0,Rare Buyer
13761,2,1062.51,68,15.178714,64.5,Occasional Buyer
13762,1,330.08,7,47.154286,0.0,
13763,1,1867.84,15,124.522667,0.0,
13764,3,1641.93,183,7.893894,89.0,Occasional Buyer
13767,37,17497.3,55,47.547011,10.027,Regular Buyer
13769,10,2847.03,73,21.089111,36.5,Occasional Buyer
13771,4,2598.51,114,21.836218,45.75,Occasional Buyer
13772,3,1096.97,141,6.197571,68.6667,Occasional Buyer
13774,1,342.6,22,15.572727,0.0,
13777,33,27571.65,36,139.957614,11.303,Regular Buyer
13778,1,176.7,9,19.633333,0.0,
13780,2,404.85,56,7.102632,81.5,Occasional Buyer
13781,1,121.98,17,7.175294,0.0,
13782,6,869.11,96,7.557478,52.5,Occasional Buyer
13784,11,2633.35,9,84.946774,29.3636,Regular Buyer
13786,1,225.36,7,32.194286,0.0,
13787,2,395.76,24,12.766452,144.5,Rare Buyer
13790,1,889.68,45,19.770667,0.0,
13791,2,1720.0,7,156.363636,20.5,Regular Buyer
13792,2,194.35,13,14.95,110.5,Rare Buyer
13798,57,46422.92,113,133.016963,6.5088,Impulse Buyer
13799,2,675.7,32,17.325641,89.0,Occasional Buyer
13800,1,553.52,33,16.773333,0.0,
13801,1,320.32,23,13.926957,0.0,
13802,3,5399.26,55,89.987667,57.6667,Occasional Buyer
13803,1,268.17,17,15.774706,0.0,
13804,7,2539.63,124,18.537445,37.0,Occasional Buyer
13805,2,1394.76,10,107.289231,38.5,Occasional Buyer
13806,1,251.14,10,25.114,0.0,
13807,1,108.76,7,15.537143,0.0,
13808,5,1780.66,70,23.429737,18.2,Regular Buyer
13809,1,149.25,11,12.4375,0.0,
13810,3,886.36,32,25.324571,9.3333,Regular Buyer
13811,3,593.0,7,45.615385,18.6667,Regular Buyer
13812,3,539.74,33,14.992778,21.0,Regular Buyer
13813,4,1337.83,54,19.388841,23.75,Regular Buyer
13814,2,1543.36,37,27.076491,22.5,Regular Buyer
13815,4,4034.92,132,22.925682,74.0,Occasional Buyer
13816,2,563.51,25,20.125357,20.5,Regular Buyer
13817,2,381.68,20,15.903333,161.0,Rare Buyer
13819,3,1152.59,26,32.016389,6.0,Impulse Buyer
13821,2,383.32,51,6.496949,58.5,Occasional Buyer
13822,2,682.87,90,7.113229,17.5,Regular Buyer
13823,2,930.35,39,23.25875,36.5,Occasional Buyer
13824,5,2058.5,34,44.75,55.6,Occasional Buyer
13826,1,182.78,10,18.278,0.0,
13827,3,424.43,83,4.563763,28.6667,Regular Buyer
13828,1,257.79,15,17.186,0.0,
13831,6,2072.96,58,28.012973,58.8333,Occasional Buyer
13832,1,52.2,3,17.4,0.0,
13833,1,374.14,28,12.901379,0.0,
13835,4,825.77,48,15.014,47.5,Occasional Buyer
13837,2,265.54,17,13.975789,53.0,Occasional Buyer
13838,4,710.78,144,4.084943,91.0,Rare Buyer
13841,1,85.0,1,85.0,0.0,
13842,9,3404.82,155,16.528252,34.2222,Occasional Buyer
13844,1,333.82,20,16.691,0.0,
13845,1,319.86,9,35.54,0.0,
13846,3,836.28,55,15.205091,112.0,Rare Buyer
13848,3,1605.0,3,321.0,91.3333,Rare Buyer
13849,2,1519.06,97,15.040198,59.5,Occasional Buyer
13850,1,1550.7,93,16.674194,0.0,
13851,3,2686.8,77,33.17037,64.3333,Occasional Buyer
13853,1,1116.9,23,48.56087,0.0,
13854,25,9460.44,39,86.004,14.28,Regular Buyer
13856,3,440.78,10,31.484286,11.6667,Regular Buyer
13858,1,214.37,11,19.488182,0.0,
13859,1,197.96,27,7.07,0.0,
13860,5,1295.48,58,17.045789,17.0,Regular Buyer
13862,8,2211.48,97,15.909928,39.25,Occasional Buyer
13863,1,301.78,20,15.089,0.0,
13865,4,488.96,26,16.298667,57.75,Occasional Buyer
13866,1,141.59,7,20.227143,0.0,
13867,3,1042.09,51,17.083443,62.3333,Occasional Buyer
13868,2,4091.84,32,123.995152,15.5,Regular Buyer
13869,4,3071.24,234,10.004039,58.5,Occasional Buyer
13870,8,2774.34,91,24.124696,35.625,Occasional Buyer
13871,13,6174.73,155,18.377173,22.0,Regular Buyer
13873,3,422.72,21,18.37913,63.3333,Occasional Buyer
13874,1,534.65,18,29.702778,0.0,
13875,5,2072.39,79,19.926827,49.6,Occasional Buyer
13876,1,110.42,7,15.774286,0.0,
13877,1,124.44,3,41.48,0.0,
13878,1,1344.89,35,37.358056,0.0,
13880,13,3173.51,125,19.233394,26.6154,Regular Buyer
13881,20,19374.98,72,108.848202,15.4,Regular Buyer
13882,5,2121.89,54,32.644462,12.4,Regular Buyer
13883,5,2581.9,108,18.182394,48.6,Occasional Buyer
13884,5,713.72,45,12.096949,55.2,Occasional Buyer
13885,2,480.0,28,17.142857,5.5,Impulse Buyer
13886,1,231.64,16,14.4775,0.0,
13887,1,424.31,19,22.332105,0.0,
13888,2,584.59,38,14.61475,49.5,Occasional Buyer
13889,1,393.1,15,26.206667,0.0,
13890,10,1990.57,74,18.096091,35.7,Occasional Buyer
13892,4,1399.81,26,51.844815,55.0,Occasional Buyer
13893,1,833.1,21,39.671429,0.0,
13894,3,725.48,25,26.86963,95.6667,Rare Buyer
13895,4,2624.21,97,22.239068,34.0,Occasional Buyer
13897,1,303.96,17,17.88,0.0,
13898,1,189.05,12,15.754167,0.0,
13899,2,377.12,19,19.848421,129.0,Rare Buyer
13900,3,743.99,42,17.302093,26.3333,Regular Buyer
13901,5,3345.09,144,22.450268,49.2,Occasional Buyer
13904,2,321.48,24,12.364615,128.5,Rare Buyer
13908,4,2301.65,104,18.865984,49.25,Occasional Buyer
13911,9,2595.89,120,17.539797,27.8889,Regular Buyer
13914,2,653.37,28,19.799091,12.5,Regular Buyer
13917,2,319.6,16,17.755556,71.0,Occasional Buyer
13918,2,1343.4,30,44.78,102.0,Rare Buyer
13919,2,376.01,24,13.428929,31.0,Occasional Buyer
13922,1,329.15,7,47.021429,0.0,
13923,1,368.53,20,18.4265,0.0,
13924,6,2798.67,90,23.920256,11.8333,Regular Buyer
13925,4,644.89,28,15.729024,10.5,Regular Buyer
13926,1,209.25,11,19.022727,0.0,
13927,1,338.89,21,16.137619,0.0,
13928,4,449.25,23,16.638889,30.75,Occasional Buyer
13929,2,983.85,8,109.316667,78.5,Occasional Buyer
13930,2,317.62,15,18.683529,39.5,Occasional Buyer
13931,2,1211.43,56,20.886724,92.5,Rare Buyer
13932,1,305.6,16,19.1,0.0,
13933,2,597.99,23,25.999565,19.5,Regular Buyer
13934,1,964.9,31,31.125806,0.0,
13936,1,479.82,26,18.454615,0.0,
13937,1,156.75,9,17.416667,0.0,
13938,1,61.66,7,8.808571,0.0,
13939,3,855.55,43,19.012222,96.0,Rare Buyer
13940,4,839.98,39,17.142449,31.75,Occasional Buyer
13941,5,5215.08,24,115.890667,70.2,Occasional Buyer
13946,3,627.18,11,57.016364,62.6667,Occasional Buyer
13947,1,88.68,5,17.736,0.0,
13948,1,174.0,3,58.0,0.0,
13949,6,3886.32,124,24.2895,15.3333,Regular Buyer
13950,4,734.98,33,20.999429,58.75,Occasional Buyer
13951,3,717.89,38,18.407436,39.3333,Occasional Buyer
13952,2,3589.01,120,26.197153,10.5,Regular Buyer
13953,7,5328.0,8,266.4,49.2857,Occasional Buyer
13954,2,802.84,24,32.1136,34.5,Occasional Buyer
13955,2,345.64,33,10.473939,75.5,Occasional Buyer
13956,5,1007.17,123,6.626118,53.2,Occasional Buyer
13959,3,629.22,79,6.839348,94.3333,Rare Buyer
13960,2,244.08,11,20.34,25.0,Regular Buyer
13962,2,211.15,11,19.195455,112.0,Rare Buyer
13963,4,953.88,35,27.253714,14.75,Regular Buyer
13967,1,80.7,2,40.35,0.0,
13969,18,10149.28,334,16.212907,19.8889,Regular Buyer
13971,8,2718.1,118,18.242282,33.375,Occasional Buyer
13972,2,281.6,15,18.773333,65.5,Occasional Buyer
13973,1,274.2,11,24.927273,0.0,
13974,1,411.19,28,14.685357,0.0,
13975,6,2522.14,240,7.461953,40.8333,Occasional Buyer
13976,1,367.66,10,36.766,0.0,
13978,2,322.33,14,21.488667,15.5,Regular Buyer
13979,1,876.29,54,16.227593,0.0,
13980,1,271.5,11,24.681818,0.0,
13982,4,1832.03,72,16.504775,81.5,Occasional Buyer
13983,12,2746.88,91,25.671776,28.0833,Regular Buyer
13984,5,1055.63,14,65.976875,68.0,Occasional Buyer
13985,15,6853.14,108,19.636504,17.3333,Regular Buyer
13986,1,312.06,12,24.004615,0.0,
13988,6,5404.41,188,23.095769,39.1667,Occasional Buyer
13989,2,1337.1,33,32.612195,87.0,Occasional Buyer
13990,1,546.68,16,34.1675,0.0,
13991,6,1419.03,58,16.893214,21.8333,Regular Buyer
13992,1,73.1,5,14.62,0.0,
13993,9,3474.41,66,28.714132,32.0,Occasional Buyer
13994,6,2254.55,122,14.545484,24.1667,Regular Buyer
13995,5,1359.21,55,15.804767,46.0,Occasional Buyer
13999,12,3929.85,102,18.89351,29.25,Regular Buyer
14000,1,645.74,15,43.049333,0.0,
14001,3,2058.88,34,52.791795,109.3333,Rare Buyer
14002,2,1112.69,47,23.674255,11.0,Regular Buyer
14004,7,4573.78,102,26.747251,35.0,Occasional Buyer
14005,5,3254.2,53,38.740476,41.2,Occasional Buyer
14006,3,1028.35,22,34.278333,65.6667,Occasional Buyer
14009,2,677.51,42,16.13119,3.5,Impulse Buyer
14012,1,326.4,11,29.672727,0.0,
14013,3,619.14,30,18.21,55.0,Occasional Buyer
14014,1,1226.62,39,31.451795,0.0,
14015,1,921.18,20,46.059,0.0,
14016,4,4459.82,154,27.700745,49.0,Occasional Buyer
14019,3,1466.37,37,22.217727,30.6667,Occasional Buyer
14020,2,684.6,37,17.553846,36.0,Occasional Buyer
14021,3,632.5,22,28.75,33.6667,Occasional Buyer
14022,1,428.24,28,15.294286,0.0,
14023,2,531.47,30,17.144194,121.5,Rare Buyer
14024,2,317.8,16,19.8625,1.5,Impulse Buyer
14027,1,104.82,6,17.47,0.0,
14029,2,470.26,15,31.350667,40.5,Occasional Buyer
14030,8,2586.85,210,10.645473,43.5,Occasional Buyer
14031,19,18092.13,119,72.36852,19.2105,Regular Buyer
14032,11,3053.31,53,21.351818,33.0909,Occasional Buyer
14034,3,619.3,82,6.958427,45.0,Occasional Buyer
14035,5,1458.04,41,22.091515,53.8,Occasional Buyer
14036,1,612.19,38,16.110263,0.0,
14037,2,145.1,27,5.182143,94.0,Rare Buyer
14038,3,1526.64,64,16.593913,43.0,Occasional Buyer
14039,1,161.8,6,26.966667,0.0,
14040,12,3474.49,146,14.785064,24.25,Regular Buyer
14041,1,143.65,21,6.840476,0.0,
14044,4,679.59,165,3.251627,70.75,Occasional Buyer
14045,4,1849.65,4,308.275,66.0,Occasional Buyer
14046,1,203.8,14,14.557143,0.0,
14047,5,1280.97,22,40.030313,72.8,Occasional Buyer
14048,1,401.7,83,4.725882,0.0,
14049,4,5682.41,348,11.644283,75.25,Occasional Buyer
14050,2,801.08,49,14.834815,37.5,Occasional Buyer
14051,23,15679.87,52,74.666048,15.913,Regular Buyer
14052,1,240.0,56,4.285714,0.0,
14053,2,274.75,2,68.6875,17.5,Regular Buyer
14054,1,92.46,6,15.41,0.0,
14055,1,784.24,10,78.424,0.0,
14056,23,8403.65,320,7.598237,12.3043,Regular Buyer
14057,17,6317.88,179,22.246056,19.8235,Regular Buyer
14059,1,183.6,8,22.95,0.0,
14060,19,7144.7,86,35.369802,19.3684,Regular Buyer
14062,12,11609.75,60,104.592342,29.5833,Regular Buyer
14064,5,1496.68,59,18.7085,49.0,Occasional Buyer
14066,1,152.55,7,21.792857,0.0,
14067,2,364.42,51,7.008077,16.5,Regular Buyer
14068,1,259.15,22,10.797917,0.0,
14071,8,1742.01,271,5.376574,32.625,Occasional Buyer
14073,1,176.48,13,13.575385,0.0,
14075,3,941.78,33,21.90186,85.6667,Occasional Buyer
14076,1,122.52,43,2.663478,0.0,
14077,5,509.14,33,12.122381,46.8,Occasional Buyer
14078,6,1224.71,46,18.841692,45.3333,Occasional Buyer
14079,1,396.6,12,33.05,0.0,
14080,1,45.6,4,11.4,0.0,
14081,2,911.24,126,5.955817,33.5,Occasional Buyer
14082,1,181.55,28,6.260345,0.0,
14083,9,1065.7,162,5.887845,40.7778,Occasional Buyer
14085,18,4523.16,272,10.051467,20.3333,Regular Buyer
14087,1,291.64,61,4.226667,0.0,
14088,13,57034.69,379,96.83309,24.0,Regular Buyer
14089,1,160.4,13,11.457143,0.0,
14090,1,90.0,1,90.0,0.0,
14092,14,3968.73,117,18.545467,25.0714,Regular Buyer
14093,1,505.86,95,4.817714,0.0,
14096,17,29787.15,1119,5.828047,5.7059,Impulse Buyer
14098,1,150.48,21,7.165714,0.0,
14099,11,3425.53,167,13.70212,30.7273,Occasional Buyer
14100,1,190.7,24,7.334615,0.0,
14101,6,6671.35,15,190.61,42.1667,Occasional Buyer
14102,5,1317.47,35,16.676835,7.8,Regular Buyer
14104,2,304.02,21,14.477143,5.5,Impulse Buyer
14105,1,1237.45,74,16.722297,0.0,
14107,7,2684.89,61,21.828374,44.7143,Occasional Buyer
14108,2,711.67,33,20.931471,35.5,Occasional Buyer
14109,1,144.2,9,16.022222,0.0,
14110,12,6001.63,94,38.720194,21.9167,Regular Buyer
14111,4,742.65,10,74.265,56.75,Occasional Buyer
14112,7,2814.87,117,17.592938,36.1429,Occasional Buyer
14113,4,1950.9,26,57.379412,87.75,Occasional Buyer
14114,2,374.53,15,24.968667,28.5,Regular Buyer
14116,5,1399.54,61,19.438056,20.4,Regular Buyer
14117,1,85.44,3,28.48,0.0,
14121,4,3926.25,148,24.693396,14.0,Regular Buyer
14124,1,980.06,4,196.012,0.0,
14125,3,2879.35,159,17.241617,22.6667,Regular Buyer
14126,3,748.13,14,49.875333,1.0,Impulse Buyer
14127,3,677.55,39,15.398864,62.6667,Occasional Buyer
14128,2,707.2,40,15.373913,97.5,Rare Buyer
14129,5,1114.26,31,21.428077,51.8,Occasional Buyer
14130,1,478.71,66,7.144925,0.0,
14132,11,3874.97,100,19.37485,16.4545,Regular Buyer
14133,3,583.08,25,20.824286,62.0,Occasional Buyer
14135,15,4878.27,95,36.405,24.7333,Regular Buyer
14138,2,964.42,40,20.519574,31.0,Occasional Buyer
14139,1,395.26,26,15.202308,0.0,
14140,2,936.05,60,14.182576,14.0,Regular Buyer
14141,4,868.23,27,21.70575,25.75,Regular Buyer
14142,1,302.11,22,13.732273,0.0,
14143,1,111.0,7,15.857143,0.0,
14145,4,4297.2,6,390.654545,42.75,Occasional Buyer
14146,5,4230.24,183,20.144,69.8,Occasional Buyer
14147,2,483.4,4,96.68,103.5,Rare Buyer
14148,1,137.1,3,45.7,0.0,
14149,1,527.32,28,18.832857,0.0,
14150,2,699.48,23,26.903077,162.0,Rare Buyer
14152,2,961.91,47,19.630816,79.5,Occasional Buyer
14154,2,1313.86,52,25.266538,0.0,
14155,1,111.7,6,18.616667,0.0,
14156,55,127898.65,714,91.356179,6.5818,Impulse Buyer
14157,2,420.42,45,8.75875,133.0,Rare Buyer
14158,1,752.38,41,18.350732,0.0,
14159,11,5955.07,501,4.946071,31.1818,Occasional Buyer
14161,3,1078.92,87,9.99,51.3333,Occasional Buyer
14162,2,260.78,25,10.4312,59.5,Occasional Buyer
14163,4,2440.78,36,46.938077,38.0,Occasional Buyer
14164,2,1743.49,28,60.120345,5.0,Impulse Buyer
14165,1,123.6,23,4.944,0.0,
14167,4,576.47,27,11.085962,73.0,Occasional Buyer
14171,1,390.6,57,6.734483,0.0,
14173,4,437.92,28,15.10069,52.25,Occasional Buyer
14174,1,138.1,26,5.311538,0.0,
14175,3,3133.16,139,21.027919,90.0,Occasional Buyer
14176,4,550.55,28,17.759677,17.5,Regular Buyer
14177,4,586.2,37,13.957143,23.25,Regular Buyer
14178,7,1751.9,191,5.357492,24.8571,Regular Buyer
14179,2,711.38,135,4.311394,6.0,Impulse Buyer
14180,25,4654.42,112,19.393417,14.48,Regular Buyer
14184,1,440.89,24,18.370417,0.0,
14185,1,197.65,3,65.883333,0.0,
14188,6,1982.66,34,30.502462,46.6667,Occasional Buyer
14189,15,5857.82,176,22.104981,24.4,Regular Buyer
14191,13,6460.18,145,24.94278,16.8462,Regular Buyer
14193,2,846.11,35,20.145476,101.0,Rare Buyer
14194,21,12438.35,269,21.48247,14.4762,Regular Buyer
14195,2,1448.48,7,206.925714,25.5,Regular Buyer
14196,1,346.62,6,57.77,0.0,
14198,4,652.84,35,16.739487,55.25,Occasional Buyer
14199,1,185.4,2,92.7,0.0,
14201,7,851.74,32,23.02,42.7143,Occasional Buyer
14204,1,160.86,36,3.655909,0.0,
14205,2,440.74,23,18.364167,124.0,Rare Buyer
14206,1,325.04,20,16.252,0.0,
14208,1,142.22,10,14.222,0.0,
14209,6,2006.33,55,23.061264,53.6667,Occasional Buyer
14210,6,2004.88,66,19.655686,44.3333,Occasional Buyer
14211,9,2172.15,87,19.394196,26.8889,Regular Buyer
14212,1,1260.4,9,140.044444,0.0,
14214,5,1090.9,64,16.28209,49.4,Occasional Buyer
14215,6,2203.26,98,20.400556,59.5,Occasional Buyer
14216,4,1778.76,47,30.148475,8.5,Regular Buyer
14217,17,2087.36,78,20.8736,21.4706,Regular Buyer
14218,1,272.6,12,22.716667,0.0,
14219,1,129.3,7,18.471429,0.0,
14220,2,680.72,21,32.415238,55.5,Occasional Buyer
14221,9,3525.76,123,18.268187,33.0,Occasional Buyer
14222,1,674.27,41,16.44561,0.0,
14223,3,1036.73,50,17.278833,57.3333,Occasional Buyer
14224,4,1001.16,105,8.484407,52.5,Occasional Buyer
14226,5,2307.71,64,34.443433,48.2,Occasional Buyer
14227,10,3267.1,117,18.669143,25.8,Regular Buyer
14229,3,1607.9,29,40.1975,94.0,Rare Buyer
14231,3,887.43,47,17.7486,35.0,Occasional Buyer
14232,5,2487.13,81,21.627217,44.4,Occasional Buyer
14233,4,1538.56,30,43.958857,67.0,Occasional Buyer
14234,4,971.89,122,6.112516,8.75,Regular Buyer
14235,5,3236.06,65,40.962785,37.0,Occasional Buyer
14236,2,625.26,15,41.684,146.0,Rare Buyer
14237,1,159.2,9,17.688889,0.0,
14238,1,139.59,8,17.44875,0.0,
14239,11,2278.81,83,20.346518,24.8182,Regular Buyer
14240,2,896.74,37,21.350952,97.5,Rare Buyer
14241,1,225.3,10,22.53,0.0,
14242,2,266.05,13,16.628125,45.5,Occasional Buyer
14243,10,2939.21,99,20.845461,35.7,Occasional Buyer
14245,2,1655.89,107,15.332315,22.0,Regular Buyer
14246,3,1429.9,57,19.065333,45.0,Occasional Buyer
14247,1,132.17,19,6.6085,0.0,
14248,1,337.38,8,42.1725,0.0,
14250,3,1829.99,94,16.486396,27.3333,Regular Buyer
14251,5,2880.78,37,36.933077,11.2,Regular Buyer
14256,2,946.06,51,17.850189,52.0,Occasional Buyer
14257,5,3150.72,88,29.723774,50.8,Occasional Buyer
14258,9,14162.76,58,127.592432,36.4444,Occasional Buyer
14259,1,120.0,5,24.0,0.0,
14261,2,1115.15,52,21.445192,14.0,Regular Buyer
14262,8,2708.73,87,18.942168,29.0,Regular Buyer
14264,2,324.37,15,19.080588,45.5,Occasional Buyer
14265,2,522.38,31,16.850968,19.5,Regular Buyer
14267,3,1470.84,25,26.742545,32.6667,Occasional Buyer
14270,1,483.83,29,16.683793,0.0,
14271,1,109.92,10,10.992,0.0,
14272,2,806.16,33,24.429091,90.5,Rare Buyer
14273,4,575.05,22,19.82931,47.75,Occasional Buyer
14276,3,1089.44,52,17.0225,63.6667,Occasional Buyer
14277,3,4158.16,195,18.480711,65.6667,Occasional Buyer
14280,1,128.1,8,16.0125,0.0,
14282,15,3848.34,70,24.668846,24.2667,Regular Buyer
14284,2,553.17,24,17.286563,28.0,Regular Buyer
14285,4,1922.33,18,71.197407,38.75,Occasional Buyer
14286,3,4630.03,220,16.535821,73.0,Occasional Buyer
14287,3,218.63,9,24.292222,63.3333,Occasional Buyer
14288,1,424.2,16,26.5125,0.0,
14289,6,925.42,33,19.689787,46.8333,Occasional Buyer
14290,5,2314.65,89,22.917327,70.0,Occasional Buyer
14291,11,3812.39,145,16.086034,24.9091,Regular Buyer
14292,9,5147.45,64,51.4745,30.5556,Occasional Buyer
14293,4,990.24,51,16.233443,91.25,Rare Buyer
14295,1,157.2,5,31.44,0.0,
14297,4,1350.05,48,21.775,64.25,Occasional Buyer
14298,44,83370.04,884,50.928552,8.0,Regular Buyer
14299,9,3967.02,94,27.741399,39.6667,Occasional Buyer
14300,1,43.2,3,14.4,0.0,
14301,1,722.62,13,55.586154,0.0,
14304,1,369.95,17,21.761765,0.0,
14305,3,1873.36,96,17.841524,21.3333,Regular Buyer
14306,2,2262.39,33,68.557273,17.0,Regular Buyer
14307,6,2928.4,150,16.268889,47.5,Occasional Buyer
14309,9,2579.15,74,22.044017,38.8889,Occasional Buyer
14311,1,350.22,20,17.511,0.0,
14312,6,1665.15,74,19.139655,48.5,Occasional Buyer
14314,1,200.96,8,25.12,0.0,
14315,6,2412.41,64,23.885248,37.0,Occasional Buyer
14317,1,519.18,24,21.6325,0.0,
14320,2,473.91,29,15.287419,63.0,Occasional Buyer
14321,5,2601.66,111,21.151707,64.6,Occasional Buyer
14323,2,586.02,32,16.278333,62.0,Occasional Buyer
14326,1,183.85,8,22.98125,0.0,
14327,1,338.53,12,28.210833,0.0,
14329,7,4853.27,218,18.738494,44.5714,Occasional Buyer
14331,2,456.46,27,16.302143,5.5,Impulse Buyer
14332,3,824.75,22,31.721154,41.6667,Occasional Buyer
14333,1,409.6,15,27.306667,0.0,
14334,8,2508.71,98,15.485864,42.75,Occasional Buyer
14335,2,480.18,55,7.621905,40.0,Occasional Buyer
14336,4,2727.55,77,30.306111,65.0,Occasional Buyer
14338,2,574.12,30,18.52,17.5,Regular Buyer
14339,1,306.72,14,21.908571,0.0,
14340,1,134.7,6,22.45,0.0,
14341,8,2244.0,109,17.395349,34.125,Occasional Buyer
14342,4,651.96,18,31.045714,47.25,Occasional Buyer
14344,8,845.89,56,11.913944,30.125,Occasional Buyer
14345,1,118.9,6,19.816667,0.0,
14346,2,1440.29,55,24.004833,88.5,Occasional Buyer
14348,1,416.77,18,23.153889,0.0,
14349,1,172.88,31,5.576774,0.0,
14350,1,275.25,18,15.291667,0.0,
14351,1,59.4,1,59.4,0.0,
14352,4,1052.44,44,22.39234,29.0,Regular Buyer
14353,1,102.0,6,17.0,0.0,
14354,2,356.58,9,39.62,12.5,Regular Buyer
14355,1,170.88,11,15.534545,0.0,
14356,2,691.39,33,20.951212,1.0,Impulse Buyer
14357,1,298.77,39,7.287073,0.0,
14359,3,876.34,44,15.933455,22.6667,Regular Buyer
14360,4,2074.21,104,17.578051,15.75,Regular Buyer
14362,1,158.46,37,3.864878,0.0,
14364,8,4365.83,61,63.272899,12.875,Regular Buyer
14367,16,9151.75,270,17.465172,16.75,Regular Buyer
14368,1,155.0,8,19.375,0.0,
14371,1,100.5,4,25.125,0.0,
14373,1,73.55,4,18.3875,0.0,
14375,1,346.51,57,4.620133,0.0,
14377,2,664.85,11,60.440909,35.5,Occasional Buyer
14379,2,449.86,39,9.779565,125.5,Rare Buyer
14381,1,210.7,56,3.7625,0.0,
14382,1,800.49,121,6.110611,0.0,
14383,3,1517.83,49,25.725932,41.6667,Occasional Buyer
14385,3,259.05,13,18.503571,4.6667,Impulse Buyer
14386,1,137.6,7,19.657143,0.0,
14387,3,1824.02,125,13.028714,25.6667,Regular Buyer
14388,8,3327.24,124,17.888387,45.25,Occasional Buyer
14389,2,1038.66,33,23.081333,62.5,Occasional Buyer
14390,9,4591.34,135,16.053636,40.2222,Occasional Buyer
14393,1,67.95,5,13.59,0.0,
14395,9,3445.51,181,9.844314,41.1111,Occasional Buyer
14396,2,477.9,71,6.546575,153.0,Rare Buyer
14397,19,2392.28,18,27.497471,11.1053,Regular Buyer
14400,1,610.88,25,24.4352,0.0,
14401,13,7506.78,113,41.246044,27.3077,Regular Buyer
14403,4,1729.65,17,86.4825,29.25,Regular Buyer
14404,6,1562.29,70,15.167864,56.0,Occasional Buyer
14406,1,150.35,8,18.79375,0.0,
14407,6,2716.57,67,37.213288,28.1667,Regular Buyer
14408,7,2588.69,60,24.193364,36.2857,Occasional Buyer
14409,6,2117.65,40,39.215741,49.5,Occasional Buyer
14410,9,1096.49,153,5.681295,23.6667,Regular Buyer
14411,1,1169.4,14,83.528571,0.0,
14412,2,895.34,43,20.82186,15.0,Regular Buyer
14413,1,119.36,22,5.189565,0.0,
14414,7,3933.2,79,40.548454,38.1429,Occasional Buyer
14415,13,5819.44,283,9.863458,27.6154,Regular Buyer
14416,2,534.88,13,38.205714,10.0,Regular Buyer
14418,3,2495.68,114,20.126452,35.0,Occasional Buyer
14419,6,1045.79,112,5.07665,59.0,Occasional Buyer
14420,1,380.56,29,13.122759,0.0,
14421,2,794.15,25,29.412963,77.0,Occasional Buyer
14422,6,4814.14,189,21.685315,44.5,Occasional Buyer
14423,1,278.0,3,92.666667,0.0,
14424,1,180.0,1,180.0,0.0,
14426,10,4867.55,183,21.730134,28.9,Regular Buyer
14427,2,363.34,16,21.372941,6.5,Impulse Buyer
14428,5,1232.38,108,8.558194,63.6,Occasional Buyer
14431,1,447.8,17,26.341176,0.0,
14432,6,3196.11,256,8.36678,13.3333,Regular Buyer
14434,6,1490.4,3,124.2,8.5,Regular Buyer
14436,1,179.78,9,19.975556,0.0,
14437,1,59.88,5,11.976,0.0,
14438,1,128.9,9,14.322222,0.0,
14439,1,3238.4,32,101.2,0.0,
14440,5,2210.62,33,40.193091,71.4,Occasional Buyer
14441,4,1688.69,43,33.111569,63.75,Occasional Buyer
14442,2,1518.42,58,24.101905,56.0,Occasional Buyer
14443,4,1385.74,84,14.90043,78.75,Occasional Buyer
14446,4,1223.69,233,4.176416,61.5,Occasional Buyer
14447,5,1142.43,54,16.320429,52.4,Occasional Buyer
14448,2,416.68,20,20.834,177.5,Rare Buyer
14449,4,1212.2,201,4.69845,88.5,Occasional Buyer
14450,3,462.54,32,11.5635,46.6667,Occasional Buyer
14451,2,773.29,86,7.094404,67.0,Occasional Buyer
14452,2,285.37,55,4.602742,41.5,Occasional Buyer
14453,1,118.68,22,5.394545,0.0,
