customer_id,name,total_spent,segment
13419,Unknown,221.06,Low Value
13420,Unknown,159.85,Low Value
13421,Unknown,1851.08,High Value
13422,Unknown,2626.3,High Value
13425,Unknown,1624.21,High Value
13426,Unknown,3641.32,High Value
13427,Unknown,582.6,Mid Value
13428,Unknown,218.47,Low Value
13429,Unknown,1006.8,Mid Value
13430,Unknown,679.45,Mid Value
13431,Unknown,1269.1,High Value
13434,Unknown,534.24,Mid Value
13435,Unknown,3809.89,High Value
13436,Unknown,196.89,Low Value
13437,Unknown,3408.06,High Value
13439,Unknown,283.71,Low Value
13441,Unknown,296.64,Low Value
13447,Unknown,1129.14,Mid Value
13448,Unknown,3539.37,High Value
13449,Unknown,291.88,Low Value
13450,Unknown,2043.72,High Value
13451,Unknown,2976.15,High Value
13452,Unknown,590.0,Mid Value
13453,Unknown,356.98,Low Value
13455,Unknown,1058.34,Mid Value
13456,Unknown,1766.72,High Value
13458,Unknown,9646.57,High Value
13460,Unknown,183.44,Low Value
13461,Unknown,1445.0,High Value
13462,Unknown,151.5,Low Value
13464,Unknown,674.68,Mid Value
13466,Unknown,307.9,Low Value
13467,Unknown,1083.71,Mid Value
13468,Unknown,5704.97,High Value
13470,Unknown,165.0,Low Value
13471,Unknown,2531.58,High Value
13473,Unknown,422.64,Mid Value
13474,Unknown,229.59,Low Value
13475,Unknown,1431.78,High Value
13476,Unknown,1238.47,High Value
13477,Unknown,1454.58,High Value
13479,Unknown,300.95,Low Value
13481,Unknown,1804.56,High Value
13482,Unknown,184.64,Low Value
13483,Unknown,140.34,Low Value
13484,Unknown,313.8,Low Value
13485,Unknown,454.24,Mid Value
13486,Unknown,1122.41,Mid Value
13487,Unknown,575.4,Mid Value
13488,Unknown,8968.31,High Value
13489,Unknown,449.52,Mid Value
13491,Unknown,1215.82,High Value
13492,Unknown,1269.84,High Value
13493,Unknown,618.63,Mid Value
13494,Unknown,316.26,Low Value
13495,Unknown,2044.87,High Value
13496,Unknown,653.33,Mid Value
13497,Unknown,348.05,Low Value
13499,Unknown,1159.11,Mid Value
13500,Unknown,1166.77,Mid Value
13501,Unknown,1340.32,High Value
13502,Unknown,292.0,Low Value
13503,Unknown,216.85,Low Value
13504,Unknown,295.93,Low Value
13505,Unknown,4393.63,High Value
13506,Unknown,458.52,Mid Value
13507,Unknown,2479.16,High Value
13508,Unknown,110.97,Low Value
13509,Unknown,979.72,Mid Value
13510,Unknown,1791.56,High Value
13512,Unknown,251.21,Low Value
13513,Unknown,205.1,Low Value
13514,Unknown,152.2,Low Value
13515,Unknown,891.12,Mid Value
13516,Unknown,1389.41,High Value
13517,Unknown,2128.42,High Value
13518,Unknown,659.44,Mid Value
13519,Unknown,122.75,Low Value
13520,Unknown,3624.35,High Value
13521,Unknown,1093.65,Mid Value
13522,Unknown,125.8,Low Value
13523,Unknown,3964.88,High Value
13524,Unknown,680.18,Mid Value
13525,Unknown,628.78,Mid Value
13527,Unknown,2287.51,High Value
13529,Unknown,307.76,Low Value
13531,Unknown,483.8,Mid Value
13532,Unknown,210.31,Low Value
13533,Unknown,270.79,Low Value
13534,Unknown,5870.08,High Value
13536,Unknown,3448.29,High Value
13538,Unknown,1280.85,High Value
13539,Unknown,631.34,Mid Value
13544,Unknown,291.41,Low Value
13546,Unknown,626.99,Mid Value
13548,Unknown,682.41,Mid Value
13549,Unknown,918.2,Mid Value
13551,Unknown,91.8,Low Value
13552,Unknown,3740.07,High Value
13555,Unknown,4149.28,High Value
13557,Unknown,584.06,Mid Value
13558,Unknown,605.06,Mid Value
13560,Unknown,174.37,Low Value
13561,Unknown,141.86,Low Value
13562,Unknown,1799.33,High Value
13563,Unknown,777.53,Mid Value
13564,Unknown,1749.02,High Value
13565,Unknown,240.22,Low Value
13566,Unknown,874.71,Mid Value
13568,Unknown,192.85,Low Value
13569,Unknown,373.75,Low Value
13570,Unknown,239.49,Low Value
13571,Unknown,2092.32,High Value
13572,Unknown,1384.25,High Value
13573,Unknown,294.4,Low Value
13575,Unknown,732.07,Mid Value
13576,Unknown,6717.34,High Value
13577,Unknown,1687.6,High Value
13579,Unknown,467.04,Mid Value
13581,Unknown,118.0,Low Value
13583,Unknown,781.03,Mid Value
13584,Unknown,142.4,Low Value
13587,Unknown,712.4,Mid Value
13588,Unknown,2478.95,High Value
13589,Unknown,379.65,Low Value
13590,Unknown,1981.92,High Value
13591,Unknown,1117.13,Mid Value
13592,Unknown,247.96,Low Value
13593,Unknown,2037.08,High Value
13594,Unknown,396.97,Mid Value
13596,Unknown,697.04,Mid Value
13598,Unknown,180.17,Low Value
13599,Unknown,5153.67,High Value
13600,Unknown,219.52,Low Value
13601,Unknown,693.32,Mid Value
13602,Unknown,428.89,Mid Value
13603,Unknown,164.34,Low Value
13606,Unknown,280.54,Low Value
13607,Unknown,678.01,Mid Value
13610,Unknown,1131.88,Mid Value
13611,Unknown,1171.8,Mid Value
13614,Unknown,1610.46,High Value
13615,Unknown,417.69,Mid Value
13617,Unknown,544.18,Mid Value
13618,Unknown,177.34,Low Value
13621,Unknown,213.85,Low Value
13623,Unknown,747.78,Mid Value
13626,Unknown,257.23,Low Value
13627,Unknown,1638.47,High Value
13629,Unknown,7792.36,High Value
13630,Unknown,2031.78,High Value
13631,Unknown,3070.42,High Value
13632,Unknown,2121.27,High Value
13634,Unknown,1575.16,High Value
13635,Unknown,1071.03,Mid Value
13636,Unknown,949.12,Mid Value
13637,Unknown,810.5,Mid Value
13638,Unknown,122.64,Low Value
13639,Unknown,1033.34,Mid Value
13642,Unknown,354.8,Low Value
13643,Unknown,519.44,Mid Value
13644,Unknown,2624.26,High Value
13645,Unknown,252.1,Low Value
13647,Unknown,1678.12,High Value
13649,Unknown,346.6,Low Value
13650,Unknown,1836.34,High Value
13651,Unknown,94.2,Low Value
13652,Unknown,1095.08,Mid Value
13654,Unknown,2707.33,High Value
13655,Unknown,932.97,Mid Value
13656,Unknown,379.65,Low Value
13657,Unknown,382.14,Low Value
13658,Unknown,2639.17,High Value
13659,Unknown,1573.2,High Value
13662,Unknown,897.76,Mid Value
13663,Unknown,189.47,Low Value
13666,Unknown,84.65,Low Value
13667,Unknown,305.02,Low Value
13668,Unknown,6363.59,High Value
13669,Unknown,218.55,Low Value
13670,Unknown,349.7,Low Value
13672,Unknown,186.39,Low Value
13673,Unknown,396.92,Mid Value
13675,Unknown,486.82,Mid Value
13678,Unknown,232.6,Low Value
13680,Unknown,3722.42,High Value
13681,Unknown,827.83,Mid Value
13682,Unknown,59.5,Low Value
13684,Unknown,67.23,Low Value
13685,Unknown,3119.44,High Value
13686,Unknown,72.0,Low Value
13689,Unknown,910.0,Mid Value
13690,Unknown,172.25,Low Value
13692,Unknown,1488.32,High Value
13694,Unknown,65039.62,High Value
13695,Unknown,2504.13,High Value
13697,Unknown,151.3,Low Value
13699,Unknown,308.58,Low Value
13700,Unknown,2265.12,High Value
13703,Unknown,99.5,Low Value
13704,Unknown,2308.06,High Value
13705,Unknown,711.86,Mid Value
13706,Unknown,330.79,Low Value
13707,Unknown,806.41,Mid Value
13708,Unknown,296.88,Low Value
13709,Unknown,6328.05,High Value
13710,Unknown,180.48,Low Value
13711,Unknown,252.06,Low Value
13712,Unknown,228.84,Low Value
13715,Unknown,1079.34,Mid Value
13716,Unknown,138.28,Low Value
13717,Unknown,1445.01,High Value
13718,Unknown,306.55,Low Value
13719,Unknown,1041.68,Mid Value
13720,Unknown,799.9,Mid Value
13721,Unknown,524.14,Mid Value
13722,Unknown,2375.41,High Value
13723,Unknown,199.85,Low Value
13725,Unknown,1980.56,High Value
13726,Unknown,1079.66,Mid Value
13727,Unknown,333.48,Low Value
13728,Unknown,1016.14,Mid Value
13730,Unknown,752.6,Mid Value
13731,Unknown,610.59,Mid Value
13732,Unknown,491.86,Mid Value
13735,Unknown,2885.24,High Value
13736,Unknown,731.9,Mid Value
13737,Unknown,339.6,Low Value
13739,Unknown,216.9,Low Value
13740,Unknown,350.75,Low Value
13741,Unknown,668.43,Mid Value
13742,Unknown,3131.02,High Value
13743,Unknown,1341.6,High Value
13744,Unknown,1156.36,Mid Value
13745,Unknown,300.04,Low Value
13747,Unknown,79.6,Low Value
13748,Unknown,948.25,Mid Value
13750,Unknown,1647.26,High Value
13751,Unknown,296.25,Low Value
13752,Unknown,1186.28,Mid Value
13753,Unknown,741.26,Mid Value
13754,Unknown,282.6,Low Value
13755,Unknown,2161.35,High Value
13756,Unknown,5189.52,High Value
13758,Unknown,3190.55,High Value
13759,Unknown,659.41,Mid Value
13760,Unknown,286.79,Low Value
13761,Unknown,1070.65,Mid Value
13762,Unknown,306.72,Low Value
13763,Unknown,1714.96,High Value
13764,Unknown,1521.76,High Value
13767,Unknown,17220.36,High Value
13769,Unknown,2796.51,High Value
13771,Unknown,2634.45,High Value
13772,Unknown,1132.13,Mid Value
13774,Unknown,345.0,Low Value
13777,Unknown,25977.16,High Value
13778,Unknown,178.7,Low Value
13780,Unknown,360.01,Low Value
13781,Unknown,127.84,Low Value
13782,Unknown,912.0,Mid Value
13784,Unknown,2462.79,High Value
13786,Unknown,230.4,Low Value
13787,Unknown,309.04,Low Value
13790,Unknown,348.8,Low Value
13791,Unknown,1516.0,High Value
13792,Unknown,195.55,Low Value
13798,Unknown,37153.85,High Value
13799,Unknown,688.86,Mid Value
13800,Unknown,558.32,Mid Value
13801,Unknown,324.8,Low Value
13802,Unknown,4599.42,High Value
13803,Unknown,277.07,Low Value
13804,Unknown,2635.79,High Value
13805,Unknown,924.6,Mid Value
13806,Unknown,256.38,Low Value
13807,Unknown,112.6,Low Value
13808,Unknown,1747.66,High Value
13809,Unknown,155.05,Low Value
13810,Unknown,1499.01,High Value
13811,Unknown,814.5,Mid Value
13812,Unknown,539.0,Mid Value
13813,Unknown,1366.86,High Value
13814,Unknown,1579.12,High Value
13815,Unknown,4027.36,High Value
13816,Unknown,571.67,Mid Value
13817,Unknown,382.98,Low Value
13819,Unknown,1140.35,Mid Value
13821,Unknown,385.64,Low Value
13822,Unknown,632.0,Mid Value
13823,Unknown,957.66,Mid Value
13824,Unknown,1698.94,High Value
13826,Unknown,189.5,Low Value
13827,Unknown,412.05,Mid Value
13828,Unknown,209.49,Low Value
13831,Unknown,2202.99,High Value
13832,Unknown,52.2,Low Value
13833,Unknown,384.8,Low Value
13835,Unknown,834.57,Mid Value
13837,Unknown,271.24,Low Value
13838,Unknown,691.73,Mid Value
13841,Unknown,85.0,Low Value
13842,Unknown,3385.62,High Value
13844,Unknown,361.62,Low Value
13845,Unknown,312.98,Low Value
13846,Unknown,865.06,Mid Value
13848,Unknown,1255.0,High Value
13849,Unknown,1537.95,High Value
13850,Unknown,1595.48,High Value
13851,Unknown,2651.46,High Value
13853,Unknown,1090.14,Mid Value
13854,Unknown,8109.52,High Value
13856,Unknown,388.5,Low Value
13858,Unknown,216.17,Low Value
13859,Unknown,201.16,Low Value
13860,Unknown,1245.9,High Value
13862,Unknown,2209.36,High Value
13863,Unknown,305.78,Low Value
13865,Unknown,501.56,Mid Value
13866,Unknown,145.67,Low Value
13867,Unknown,1015.29,Mid Value
13868,Unknown,3192.54,High Value
13869,Unknown,3104.95,High Value
13870,Unknown,2770.94,High Value
13871,Unknown,6403.25,High Value
13873,Unknown,389.6,Mid Value
13874,Unknown,540.45,Mid Value
13875,Unknown,1786.79,High Value
13876,Unknown,122.7,Low Value
13877,Unknown,117.24,Low Value
13878,Unknown,1281.53,High Value
13880,Unknown,3219.77,High Value
13881,Unknown,17159.52,High Value
13882,Unknown,1191.13,Mid Value
13883,Unknown,2674.48,High Value
13884,Unknown,787.6,Mid Value
13885,Unknown,506.8,Mid Value
13886,Unknown,243.56,Low Value
13887,Unknown,349.55,Low Value
13888,Unknown,605.63,Mid Value
13889,Unknown,416.9,Mid Value
13890,Unknown,1883.81,High Value
13892,Unknown,632.97,Mid Value
13893,Unknown,821.1,Mid Value
13894,Unknown,564.62,Mid Value
13895,Unknown,2593.07,High Value
13897,Unknown,311.16,Low Value
13898,Unknown,155.93,Low Value
13899,Unknown,388.52,Low Value
13900,Unknown,740.95,Mid Value
13901,Unknown,2867.2,High Value
13904,Unknown,332.64,Low Value
13908,Unknown,2369.55,High Value
13911,Unknown,2580.91,High Value
13914,Unknown,626.45,Mid Value
13917,Unknown,272.04,Low Value
13918,Unknown,1212.84,High Value
13919,Unknown,384.81,Low Value
13922,Unknown,172.25,Low Value
13923,Unknown,351.13,Low Value
13924,Unknown,1838.85,High Value
13925,Unknown,678.25,Mid Value
13926,Unknown,223.85,Low Value
13927,Unknown,348.99,Low Value
13928,Unknown,464.57,Mid Value
13929,Unknown,842.65,Mid Value
13930,Unknown,337.34,Low Value
13931,Unknown,1237.53,High Value
13932,Unknown,307.4,Low Value
13933,Unknown,608.79,Mid Value
13934,Unknown,922.1,Mid Value
13936,Unknown,376.58,Low Value
13937,Unknown,158.85,Low Value
13938,Unknown,71.66,Low Value
13939,Unknown,568.55,Mid Value
13940,Unknown,839.14,Mid Value
13941,Unknown,5112.96,High Value
13946,Unknown,561.57,Mid Value
13947,Unknown,90.6,Low Value
13948,Unknown,102.0,Low Value
13949,Unknown,2427.32,High Value
13950,Unknown,745.06,Mid Value
13951,Unknown,674.45,Mid Value
13952,Unknown,3251.07,High Value
13953,Unknown,3515.68,High Value
13954,Unknown,439.92,Mid Value
13955,Unknown,322.96,Low Value
13956,Unknown,1026.42,Mid Value
13959,Unknown,598.2,Mid Value
13960,Unknown,230.22,Low Value
13962,Unknown,169.55,Low Value
13963,Unknown,664.54,Mid Value
13967,Unknown,80.7,Low Value
13969,Unknown,9053.94,High Value
13971,Unknown,2758.26,High Value
13972,Unknown,190.25,Low Value
13973,Unknown,264.7,Low Value
13974,Unknown,413.59,Mid Value
13975,Unknown,2526.28,High Value
13976,Unknown,357.98,Low Value
13978,Unknown,196.79,Low Value
13979,Unknown,869.87,Mid Value
13980,Unknown,200.14,Low Value
13982,Unknown,1871.81,High Value
13983,Unknown,2603.43,High Value
13984,Unknown,920.51,Mid Value
13985,Unknown,7060.13,High Value
13986,Unknown,320.46,Low Value
13988,Unknown,4147.96,High Value
13989,Unknown,1266.08,High Value
13990,Unknown,311.3,Low Value
13991,Unknown,855.97,Mid Value
13992,Unknown,76.8,Low Value
13993,Unknown,3466.36,High Value
13994,Unknown,2313.14,High Value
13995,Unknown,1393.69,High Value
13999,Unknown,3901.81,High Value
14000,Unknown,635.66,Mid Value
14001,Unknown,2043.08,High Value
14002,Unknown,529.73,Mid Value
14004,Unknown,4582.64,High Value
14005,Unknown,2874.72,High Value
14006,Unknown,962.19,Mid Value
14009,Unknown,695.61,Mid Value
14012,Unknown,328.8,Low Value
14013,Unknown,473.02,Mid Value
14014,Unknown,505.18,Mid Value
14015,Unknown,917.34,Mid Value
14016,Unknown,4341.21,High Value
14019,Unknown,1421.61,High Value
14020,Unknown,642.8,Mid Value
14021,Unknown,631.9,Mid Value
14022,Unknown,440.0,Mid Value
14023,Unknown,584.07,Mid Value
14024,Unknown,327.7,Low Value
14027,Unknown,104.82,Low Value
14029,Unknown,467.66,Mid Value
14030,Unknown,2360.09,High Value
14031,Unknown,17286.86,High Value
14032,Unknown,2975.59,High Value
14034,Unknown,651.82,Mid Value
14035,Unknown,1428.02,High Value
14036,Unknown,626.65,Mid Value
14037,Unknown,147.2,Low Value
14038,Unknown,1560.38,High Value
14039,Unknown,152.2,Low Value
14040,Unknown,3614.92,High Value
14041,Unknown,141.41,Low Value
14044,Unknown,652.82,Mid Value
14045,Unknown,1659.75,High Value
14046,Unknown,154.99,Low Value
14047,Unknown,1308.61,High Value
14048,Unknown,409.93,Mid Value
14049,Unknown,5681.72,High Value
14050,Unknown,746.36,Mid Value
14051,Unknown,15610.39,High Value
14052,Unknown,225.36,Low Value
14053,Unknown,260.25,Low Value
14054,Unknown,92.46,Low Value
14055,Unknown,725.64,Mid Value
14056,Unknown,8214.65,High Value
14057,Unknown,6217.96,High Value
14059,Unknown,183.6,Low Value
14060,Unknown,6140.42,High Value
14062,Unknown,10464.85,High Value
14064,Unknown,1353.74,High Value
14066,Unknown,152.55,Low Value
14067,Unknown,374.7,Low Value
14068,Unknown,265.85,Low Value
14071,Unknown,1438.82,High Value
14073,Unknown,151.04,Low Value
14075,Unknown,942.26,Mid Value
14076,Unknown,122.47,Low Value
14077,Unknown,499.42,Mid Value
14078,Unknown,1049.37,Mid Value
14079,Unknown,375.1,Low Value
14080,Unknown,45.6,Low Value
14081,Unknown,934.52,Mid Value
14082,Unknown,182.25,Low Value
14083,Unknown,1018.43,Mid Value
14085,Unknown,4448.54,High Value
14087,Unknown,194.42,Low Value
14088,Unknown,50491.81,High Value
14089,Unknown,161.0,Low Value
14090,Unknown,76.32,Low Value
14092,Unknown,4076.91,High Value
14093,Unknown,442.85,Mid Value
14096,Unknown,65164.79,High Value
14098,Unknown,147.35,Low Value
14099,Unknown,3104.17,High Value
14100,Unknown,194.9,Low Value
14101,Unknown,5976.79,High Value
14102,Unknown,1360.28,High Value
14104,Unknown,216.21,Low Value
14105,Unknown,1266.23,High Value
14107,Unknown,2703.23,High Value
14108,Unknown,597.91,Mid Value
14109,Unknown,144.2,Low Value
14110,Unknown,5683.15,High Value
14111,Unknown,692.85,Mid Value
14112,Unknown,2915.15,High Value
14113,Unknown,1840.42,High Value
14114,Unknown,386.53,Low Value
14116,Unknown,1382.74,High Value
14117,Unknown,90.0,Low Value
14121,Unknown,2780.15,High Value
14124,Unknown,419.58,Mid Value
14125,Unknown,2740.43,High Value
14126,Unknown,706.13,Mid Value
14127,Unknown,709.71,Mid Value
14128,Unknown,637.5,Mid Value
14129,Unknown,1123.86,Mid Value
14130,Unknown,483.86,Mid Value
14132,Unknown,3586.03,High Value
14133,Unknown,605.64,Mid Value
14135,Unknown,4690.31,High Value
14138,Unknown,982.38,Mid Value
14139,Unknown,415.82,Mid Value
14140,Unknown,935.05,Mid Value
14141,Unknown,915.13,Mid Value
14142,Unknown,311.81,Low Value
14143,Unknown,115.8,Low Value
14145,Unknown,3742.2,High Value
14146,Unknown,4191.0,High Value
14147,Unknown,483.4,Mid Value
14148,Unknown,157.2,Low Value
14149,Unknown,446.62,Mid Value
14150,Unknown,658.64,Mid Value
14152,Unknown,621.29,Mid Value
14154,Unknown,1345.62,High Value
14155,Unknown,118.75,Low Value
14156,Unknown,117379.63,High Value
14157,Unknown,432.88,Mid Value
14158,Unknown,507.66,Mid Value
14159,Unknown,4693.01,High Value
14161,Unknown,1110.52,Mid Value
14162,Unknown,289.36,Low Value
14163,Unknown,2445.91,High Value
14164,Unknown,1631.77,High Value
14165,Unknown,122.54,Low Value
14167,Unknown,574.84,Mid Value
14171,Unknown,363.79,Low Value
14173,Unknown,450.84,Mid Value
14174,Unknown,134.46,Low Value
14175,Unknown,3222.3,High Value
14176,Unknown,576.9,Mid Value
14177,Unknown,559.41,Mid Value
14178,Unknown,1620.93,High Value
14179,Unknown,719.78,Mid Value
14180,Unknown,4748.52,High Value
14184,Unknown,452.89,Mid Value
14185,Unknown,197.65,Low Value
14188,Unknown,2054.36,High Value
14189,Unknown,4654.08,High Value
14191,Unknown,4684.76,High Value
14193,Unknown,853.39,Mid Value
14194,Unknown,11349.52,High Value
14195,Unknown,1012.0,Mid Value
14196,Unknown,335.52,Low Value
14198,Unknown,701.4,Mid Value
14199,Unknown,185.4,Low Value
14201,Unknown,747.44,Mid Value
14204,Unknown,161.03,Low Value
14205,Unknown,466.7,Mid Value
14206,Unknown,328.16,Low Value
14208,Unknown,151.74,Low Value
14209,Unknown,2073.43,High Value
14210,Unknown,1905.84,High Value
14211,Unknown,2241.1,High Value
14212,Unknown,1070.48,Mid Value
14214,Unknown,1004.38,Mid Value
14215,Unknown,1789.72,High Value
14216,Unknown,1839.3,High Value
14217,Unknown,2004.98,High Value
14218,Unknown,169.48,Low Value
14219,Unknown,89.94,Low Value
14220,Unknown,632.4,Mid Value
14221,Unknown,3432.8,High Value
14222,Unknown,683.17,Mid Value
14223,Unknown,991.13,Mid Value
14224,Unknown,1050.12,Mid Value
14226,Unknown,2232.19,High Value
14227,Unknown,3350.96,High Value
14229,Unknown,1547.2,High Value
14231,Unknown,925.71,Mid Value
14232,Unknown,2048.07,High Value
14233,Unknown,1462.72,High Value
14234,Unknown,775.46,Mid Value
14235,Unknown,3144.86,High Value
14236,Unknown,490.86,Mid Value
14237,Unknown,161.0,Low Value
14238,Unknown,146.85,Low Value
14239,Unknown,2380.85,High Value
14240,Unknown,890.34,Mid Value
14241,Unknown,213.7,Low Value
14242,Unknown,280.55,Low Value
14243,Unknown,2588.77,High Value
14245,Unknown,1693.45,High Value
14246,Unknown,1474.06,High Value
14247,Unknown,136.77,Low Value
14248,Unknown,302.58,Low Value
14250,Unknown,1904.05,High Value
14251,Unknown,2879.7,High Value
14256,Unknown,969.06,Mid Value
14257,Unknown,3099.72,High Value
14258,Unknown,12669.98,High Value
14259,Unknown,120.0,Low Value
14261,Unknown,1163.45,Mid Value
14262,Unknown,2618.23,High Value
14264,Unknown,333.97,Low Value
14265,Unknown,530.18,Mid Value
14267,Unknown,1516.24,High Value
14270,Unknown,492.65,Mid Value
14271,Unknown,112.32,Low Value
14272,Unknown,437.96,Mid Value
14273,Unknown,559.97,Mid Value
14276,Unknown,1119.74,Mid Value
14277,Unknown,4216.2,High Value
14280,Unknown,134.04,Low Value
14282,Unknown,3729.34,High Value
14284,Unknown,595.25,Mid Value
14285,Unknown,1910.01,High Value
14286,Unknown,4628.75,High Value
14287,Unknown,176.63,Low Value
14288,Unknown,426.6,Mid Value
14289,Unknown,911.26,Mid Value
14290,Unknown,2314.65,High Value
14291,Unknown,3883.25,High Value
14292,Unknown,4871.93,High Value
14293,Unknown,1046.56,Mid Value
14295,Unknown,166.2,Low Value
14297,Unknown,1305.33,High Value
14298,Unknown,51527.3,High Value
14299,Unknown,3965.62,High Value
14300,Unknown,43.2,Low Value
14301,Unknown,640.14,Mid Value
14304,Unknown,383.45,Low Value
14305,Unknown,1858.96,High Value
14306,Unknown,2093.32,High Value
14307,Unknown,2995.72,High Value
14309,Unknown,2352.53,High Value
14311,Unknown,310.26,Low Value
14312,Unknown,1611.59,High Value
14314,Unknown,120.0,Low Value
14315,Unknown,2481.13,High Value
14317,Unknown,508.58,Mid Value
14320,Unknown,477.79,Mid Value
14321,Unknown,1530.75,High Value
14323,Unknown,605.06,Mid Value
14326,Unknown,183.85,Low Value
14327,Unknown,311.65,Low Value
14329,Unknown,5014.84,High Value
14331,Unknown,462.66,Mid Value
14332,Unknown,866.31,Mid Value
14333,Unknown,415.2,Mid Value
14334,Unknown,2552.21,High Value
14335,Unknown,468.26,Mid Value
14336,Unknown,1614.91,High Value
14338,Unknown,588.22,Mid Value
14339,Unknown,309.52,Low Value
14340,Unknown,134.7,Low Value
14341,Unknown,2182.28,High Value
14342,Unknown,668.56,Mid Value
14344,Unknown,889.93,Mid Value
14345,Unknown,108.98,Low Value
14346,Unknown,1021.58,Mid Value
14348,Unknown,409.57,Mid Value
14349,Unknown,133.5,Low Value
14350,Unknown,282.93,Low Value
14351,Unknown,51.0,Low Value
14352,Unknown,1078.96,Mid Value
14353,Unknown,90.6,Low Value
14354,Unknown,163.62,Low Value
14355,Unknown,174.4,Low Value
14356,Unknown,701.23,Mid Value
14357,Unknown,225.77,Low Value
14359,Unknown,912.18,Mid Value
14360,Unknown,2128.23,High Value
14362,Unknown,161.2,Low Value
14364,Unknown,3717.35,High Value
14367,Unknown,9261.52,High Value
14368,Unknown,155.0,Low Value
14371,Unknown,100.5,Low Value
14373,Unknown,76.55,Low Value
14375,Unknown,257.68,Low Value
14377,Unknown,617.05,Mid Value
14379,Unknown,348.1,Low Value
14381,Unknown,202.68,Low Value
14382,Unknown,626.07,Mid Value
14383,Unknown,1247.69,High Value
14385,Unknown,202.11,Low Value
14386,Unknown,142.4,Low Value
14387,Unknown,1770.56,High Value
14388,Unknown,3212.84,High Value
14389,Unknown,1043.46,Mid Value
14390,Unknown,4652.82,High Value
14393,Unknown,67.95,Low Value
14395,Unknown,3507.71,High Value
14396,Unknown,487.99,Mid Value
14397,Unknown,2612.96,High Value
14400,Unknown,574.7,Mid Value
14401,Unknown,4051.48,High Value
14403,Unknown,1475.81,High Value
14404,Unknown,1474.32,High Value
14406,Unknown,156.75,Low Value
14407,Unknown,2157.73,High Value
14408,Unknown,2606.53,High Value
14409,Unknown,2059.45,High Value
14410,Unknown,1105.07,Mid Value
14411,Unknown,1063.0,Mid Value
14412,Unknown,770.03,Mid Value
14413,Unknown,122.7,Low Value
14414,Unknown,1496.98,High Value
14415,Unknown,5900.28,High Value
14416,Unknown,490.22,Mid Value
14418,Unknown,1937.25,High Value
14419,Unknown,1058.06,Mid Value
14420,Unknown,387.52,Low Value
14421,Unknown,813.11,Mid Value
14422,Unknown,4263.64,High Value
14423,Unknown,265.2,Low Value
14424,Unknown,322.08,Low Value
14426,Unknown,4481.67,High Value
14427,Unknown,363.34,Low Value
14428,Unknown,1244.83,High Value
14431,Unknown,470.36,Mid Value
14432,Unknown,2255.51,High Value
14434,Unknown,1372.8,High Value
14436,Unknown,89.06,Low Value
14437,Unknown,63.0,Low Value
14438,Unknown,131.9,Low Value
14439,Unknown,2661.24,High Value
14440,Unknown,2357.68,High Value
14441,Unknown,1712.89,High Value
14442,Unknown,1589.82,High Value
14443,Unknown,1420.2,High Value
14446,Unknown,1039.58,Mid Value
14447,Unknown,1163.23,Mid Value
14448,Unknown,375.35,Low Value
14449,Unknown,907.1,Mid Value
14450,Unknown,483.25,Mid Value
14451,Unknown,662.59,Mid Value
14452,Unknown,264.44,Low Value
14453,Unknown,119.93,Low Value
14456,Unknown,3062.4,High Value
14457,Unknown,113.64,Low Value
14459,Unknown,1837.92,High Value
14460,Unknown,434.34,Mid Value
14461,Unknown,2103.06,High Value
14462,Unknown,2004.02,High Value
14463,Unknown,529.62,Mid Value
14465,Unknown,1058.62,Mid Value
14466,Unknown,2272.4,High Value
14467,Unknown,598.76,Mid Value
14470,Unknown,461.19,Mid Value
14472,Unknown,1936.84,High Value
14473,Unknown,234.34,Low Value
14474,Unknown,547.66,Mid Value
14475,Unknown,925.85,Mid Value
14476,Unknown,215.7,Low Value
14477,Unknown,1309.6,High Value
14479,Unknown,316.25,Low Value
14480,Unknown,279.05,Low Value
14481,Unknown,636.51,Mid Value
14482,Unknown,2068.15,High Value
14483,Unknown,137.1,Low Value
14484,Unknown,321.92,Low Value
14485,Unknown,165.75,Low Value
14487,Unknown,1196.33,Mid Value
14488,Unknown,1064.28,Mid Value
14489,Unknown,463.38,Mid Value
14491,Unknown,340.93,Low Value
14493,Unknown,2383.24,High Value
14494,Unknown,139.56,Low Value
14495,Unknown,123.8,Low Value
14496,Unknown,538.81,Mid Value
14497,Unknown,475.37,Mid Value
14498,Unknown,1957.32,High Value
14499,Unknown,815.32,Mid Value
14500,Unknown,356.85,Low Value
14501,Unknown,251.21,Low Value
14502,Unknown,2470.67,High Value
14503,Unknown,3543.26,High Value
14504,Unknown,673.26,Mid Value
14505,Unknown,5905.64,High Value
14506,Unknown,2012.17,High Value
14507,Unknown,1383.18,High Value
14508,Unknown,276.42,Low Value
14511,Unknown,1314.81,High Value
14512,Unknown,275.28,Low Value
14513,Unknown,455.59,Mid Value
14514,Unknown,1055.35,Mid Value
14515,Unknown,2102.09,High Value
14517,Unknown,330.45,Low Value
14518,Unknown,174.37,Low Value
14520,Unknown,270.6,Low Value
14522,Unknown,974.54,Mid Value
14523,Unknown,241.09,Low Value
14524,Unknown,1867.68,High Value
14525,Unknown,4332.2,High Value
14527,Unknown,8508.82,High Value
14528,Unknown,364.22,Low Value
14529,Unknown,620.04,Mid Value
14530,Unknown,2925.91,High Value
