StockCode,Description,Revenue,Revenue_Share,Cumulative_Revenue
84406B,CREAM CUPID HEARTS COAT HANGER,7125.38,0.0007995796036675285,0.549302690745734
84836,ZINC METAL HEART DECORATION,7108.68,0.0007977056012450264,0.550100396346979
22795,SWEETHEART RECIPE BOOK STAND,7084.650000000001,0.0007950090576394741,0.5508954054046186
21218,RED SPOTTY BISCUIT TIN,7071.2,0.0007934997562872194,0.5516889051609057
23007, SPACEBOY BABY GIFT SET,7065.499999999999,0.0007928601267178623,0.5524817652876236
22741,FUNKY DIVA PEN,7010.94,0.0007867376373662629,0.5532685029249899
22950,36 DOILIES VINTAGE CHRISTMAS,7006.25,0.0007862113456679673,0.5540547142706578
21787,RAIN PONCHO RETROSPOT,6964.63,0.0007815409276545222,0.5548362551983123
23215,JINGLE BELL HEART ANTIQUE SILVER,6962.04,0.0007812502889554634,0.5556175054872677
22767,TRIPLE PHOTO FRAME CORNICE ,6932.83,0.0007779724679517937,0.5563954779552195
23320,GIANT 50'S CHRISTMAS CRACKER,6926.110000000001,0.0007772183783542361,0.5571726963335737
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6923.17,0.0007768884641553045,0.557949584797729
21231,SWEETHEART CERAMIC TRINKET BOX,6875.860000000001,0.0007715795387296415,0.5587211643364587
21213,PACK OF 72 SKULL CAKE CASES,6859.31,0.0007697223686642278,0.5594908867051229
22456,NATURAL SLATE CHALKBOARD LARGE ,6833.200000000001,0.000766792416373717,0.5602576791214966
23321,SMALL WHITE HEART OF WICKER,6832.829999999999,0.0007667508965595656,0.5610244300180561
84970S,HANGING HEART ZINC T-LIGHT HOLDER,6830.589999999999,0.0007664995333603798,0.5617909295514165
22991,GIRAFFE WOODEN RULER,6820.74,0.0007653942085782454,0.5625563237599948
21035,SET/2 RED RETROSPOT TEA TOWELS ,6820.01,0.0007653122911070821,0.5633216360511019
22844,VINTAGE CREAM DOG FOOD CONTAINER,6779.35,0.0007607496001790023,0.5640823856512809
22487,WHITE WOOD GARDEN PLANT LADDER,6778.8099999999995,0.0007606890036934842,0.5648430746549744
21169,YOU'RE CONFUSING ME METAL SIGN ,6762.57,0.0007588666204993864,0.5656019412754738
22333,RETROSPOT PARTY BAG + STICKER SET,6749.23,0.0007573696628756631,0.5663593109383495
23493,VINTAGE DOILY TRAVEL SEWING KIT,6747.9,0.0007572204159761465,0.5671165313543256
23083,SET 6 PAPER TABLE LANTERN STARS ,6739.63,0.0007562923920220094,0.5678728237463476
20969,RED FLORAL FELTCRAFT SHOULDER BAG,6734.31,0.0007556954044239428,0.5686285191507716
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6718.9,0.0007539661602724005,0.569382485311044
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6717.79,0.0007538416008299468,0.5701363269118739
48111,DOORMAT 3 SMILEY CATS,6715.25,0.0007535565729165841,0.5708898834847904
21877,HOME SWEET HOME MUG,6708.11,0.0007527553527191791,0.5716426388375095
C2,CARRIAGE,6686.0,0.0007502742632843575,0.5723929131007939
22634,CHILDS BREAKFAST SET SPACEBOY ,6681.849999999999,0.00074980856807158,0.5731427216688655
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6677.0,0.000749264321859057,0.5738919859907246
22294,HEART FILIGREE DOVE  SMALL,6671.07,0.0007485988826754979,0.5746405848734001
21955,DOORMAT UNION JACK GUNS AND ROSES,6635.61,0.0007446197134598139,0.5753852045868599
22840,ROUND CAKE TIN VINTAGE RED,6600.7300000000005,0.0007407056293582048,0.5761259102162182
22627,MINT KITCHEN SCALES,6599.79,0.0007406001465871179,0.5768665103628053
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,6599.06,0.0007405182291159546,0.5776070285919213
22968,ROSE COTTAGE KEEPSAKE BOX ,6574.95,0.0007378127082532884,0.5783448413001745
22725,ALARM CLOCK BAKELIKE CHOCOLATE,6574.26,0.0007377352794106821,0.5790825765795852
22367,CHILDRENS APRON SPACEBOY DESIGN,6572.49,0.0007375366575970397,0.5798201132371822
23008,DOLLY GIRL BABY GIFT SET,6567.95,0.0007370271982558324,0.580557140435438
23254,CHILDRENS CUTLERY DOLLY GIRL ,6554.6,0.0007355291184749701,0.581292669553913
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6530.259999999999,0.0007327977879981018,0.5820254673419111
22553,PLASTERS IN TIN SKULLS,6505.799999999999,0.0007300529916355627,0.5827555203335466
23293,SET OF 12 FAIRY CAKE BAKING CASES,6469.45,0.0007259739504344879,0.5834814942839811
21259,VICTORIAN SEWING BOX SMALL ,6432.110000000001,0.0007217838156766301,0.5842032780996578
23134,LARGE ZINC HEART WALL ORGANISER,6414.48,0.0007198054526401802,0.5849230835522979
21165,BEWARE OF THE CAT METAL SIGN ,6405.3099999999995,0.000718776434543513,0.5856418599868415
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6378.150000000001,0.000715728655753384,0.5863575886425949
85014A,BLACK/BLUE POLKADOT UMBRELLA,6367.9400000000005,0.0007145829333142375,0.5870721715759092
21122,SET/10 PINK POLKADOT PARTY CANDLES,6353.58,0.0007129715156623135,0.5877851430915715
22637,PIGGY BANK RETROSPOT ,6308.57,0.0007079206863786717,0.5884930637779502
22505,MEMO BOARD COTTAGE DESIGN,6306.1900000000005,0.0007076536129795367,0.5892007173909297
21669,BLUE STRIPE CERAMIC DRAWER KNOB,6284.25,0.0007051916002160819,0.5899059089911458
84992,72 SWEETHEART FAIRY CAKE CASES,6274.900000000001,0.0007041423832909087,0.5906100513744367
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,6273.29,0.0007039617159914938,0.5913140130904282
21533,RETROSPOT LARGE MILK JUG,6267.150000000001,0.000703272711508011,0.5920172858019362
23553,LANDMARK FRAME CAMDEN TOWN ,6257.35,0.0007021729975115726,0.5927194587994478
22381,TOY TIDY PINK POLKADOT,6229.58,0.0006990567671359509,0.5934185155665838
21668,RED STRIPE CERAMIC DRAWER KNOB,6224.03,0.0006984339699236822,0.5941169495365074
22826,LOVE SEAT ANTIQUE WHITE METAL,6210.0,0.0006968595834573527,0.5948138091199647
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6195.73,0.0006952582652196818,0.5955090673851844
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,6155.04,0.0006906922078201843,0.5961997595930045
21871,SAVE THE PLANET MUG,6151.78,0.0006903263845927976,0.5968900859775973
22834,HAND WARMER BABUSHKA DESIGN,6149.33,0.000690051456093688,0.597580137433691
23229,VINTAGE DONKEY TAIL GAME ,6146.89,0.0006897776497517177,0.5982699150834427
23480,MINI LIGHTS WOODLAND MUSHROOMS,6126.09,0.0006874435629021343,0.5989573586463449
22303,COFFEE MUG APPLES DESIGN,6124.15,0.000687225864417125,0.5996445845107621
22631,CIRCUS PARADE LUNCH BOX ,6122.629999999999,0.000687055296531963,0.6003316398072941
75049L,LARGE CIRCULAR MIRROR MOBILE,6107.049999999999,0.000685306975709054,0.6010169467830031
23541,WALL ART CLASSIC PUDDINGS ,6093.49,0.0006837853306282679,0.6017007321136314
21326,AGED GLASS SILVER T-LIGHT HOLDER,6083.200000000001,0.0006826306309320079,0.6023833627445634
23103,JINGLE BELL HEART DECORATION,6069.15,0.0006810540001513997,0.6030644167447148
22635,CHILDS BREAKFAST SET DOLLY GIRL ,6063.0,0.0006803638735107777,0.6037447806182256
47556B,TEA TIME TEA TOWELS ,6045.0,0.0006783439906601767,0.6044231246088857
22663,JUMBO BAG DOLLY GIRL DESIGN,6008.41,0.0006742380176877605,0.6050973626265734
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,5982.09,0.0006712845000973261,0.6057686471266708
17003,BROCADE RING PURSE ,5980.05,0.0006710555800409246,0.6064397027067117
22654,DELUXE SEWING KIT ,5974.62,0.0006704462487143267,0.607110148955426
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,5968.9800000000005,0.0006698133520878051,0.6077799623075139
22620,4 TRADITIONAL SPINNING TOPS,5960.08,0.0006688146322338967,0.6084487769397477
22508,DOORSTOP RETROSPOT HEART,5938.21,0.0006663604745704164,0.6091151374143182
21975,PACK OF 60 DINOSAUR CAKE CASES,5934.68,0.0006659643531002709,0.6097811017674185
22151,PLACE SETTING WHITE HEART,5922.2699999999995,0.0006645717560904953,0.610445673523509
22783,SET 3 WICKER OVAL BASKETS W LIDS,5922.12,0.000664554923733407,0.6111102284472424
21380,WOODEN HAPPY BIRTHDAY GARLAND,5910.150000000001,0.0006632117016377574,0.6117734401488801
21155,RED RETROSPOT PEG BAG,5880.049999999999,0.0006598340086486967,0.6124332741575288
22900,SET 2 TEA TOWELS I LOVE LONDON ,5859.25,0.0006574999217991134,0.6130907740793279
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,5855.24,0.000657049936786285,0.6137478240161142
22356,CHARLOTTE BAG PINK POLKADOT,5840.64,0.0006554115873630197,0.6144032356034772
21535,RED RETROSPOT SMALL MILK JUG,5830.2,0.0006542400553096711,0.6150574756587869
47591D,PINK FAIRY CAKE CHILDRENS APRON,5823.36,0.0006534724998264427,0.6157109481586133
21484,CHICK GREY HOT WATER BOTTLE,5810.37,0.0006520148177025923,0.6163629629763159
22979,PANTRY WASHING UP BRUSH,5795.86,0.0006503865676935801,0.6170133495440094
23247,BISCUIT TIN 50'S CHRISTMAS,5795.2,0.0006503125053223914,0.6176636620493319
23172,REGENCY TEA PLATE PINK,5793.28,0.0006500970511516606,0.6183137591004836
22779,WOODEN OWLS LIGHT GARLAND ,5781.35,0.0006487583176845678,0.6189625174181681
22804,CANDLEHOLDER PINK HANGING HEART,5771.780000000001,0.0006476844133023316,0.6196102018314704
84030E,ENGLISH ROSE HOT WATER BOTTLE,5767.91,0.0006472501384894524,0.6202574519699598
21888,BINGO SET,5725.71,0.0006425146353619322,0.6208999666053218
22784,LANTERN CREAM GAZEBO ,5721.42,0.0006420332299492056,0.6215419998352709
23485,BOTANICAL GARDENS WALL CLOCK ,5719.0,0.0006417616679215137,0.6221837615031924
71053,WHITE METAL LANTERN,5713.03,0.0006410917401093977,0.6228248532433018
23113,PANTRY CHOPPING BOARD,5695.86,0.0006391649963013522,0.6234640182396032
62018,SOMBRERO ,5691.5,0.000638675735788651,0.6241026939753919
23296,SET OF 6 TEA TIME BAKING CASES,5687.150000000001,0.0006381875974330891,0.6247408815728249
21922,UNION STRIPE WITH FRINGE  HAMMOCK,5682.09,0.0006376197859206424,0.6253785013587456
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5664.78,0.0006356773319126477,0.6260141786906582
22485,SET OF 2 WOODEN MARKET CRATES,5652.9,0.000634344209231251,0.6266485228998895
48129,DOORMAT TOPIARY,5644.46,0.0006333971086057471,0.6272819200084953
23204,CHARLOTTE BAG APPLES DESIGN,5632.15,0.0006320157331673637,0.6279139357416627
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5618.04,0.0006304323694439204,0.6285443681111066
22971,QUEENS GUARD COFFEE MUG,5603.57,0.000628808608063465,0.6291731767191701
21156,RETROSPOT CHILDRENS APRON,5587.87,0.0006270468213548853,0.6298002235405249
84988,SET OF 72 PINK HEART PAPER DOILIES,5566.679999999999,0.000624668970376872,0.6304248925109017
23311,VINTAGE CHRISTMAS STOCKING ,5564.25,0.000624396286192041,0.6310492887970938
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,5555.13,0.0006233728788810699,0.6316726616759748
23312,VINTAGE CHRISTMAS GIFT SACK,5527.150000000001,0.0006202330832055246,0.6322928947591804
21912,VINTAGE SNAKES & LADDERS,5523.53,0.0006198268623211258,0.6329127216215015
20723,STRAWBERRY CHARLOTTE BAG,5520.95,0.0006195373457792063,0.6335322589672807
21094,SET/6 RED SPOTTY PAPER PLATES,5496.53,0.0006167970380452243,0.6341490560053259
22150,3 STRIPEY MICE FELTCRAFT,5478.05,0.0006147232916519406,0.6347637792969778
22740,POLKADOT PEN,5475.25,0.0006144090876529582,0.6353781883846308
22668,PINK BABY BUNTING,5448.11,0.0006113635531771075,0.6359895519378079
22751,FELTCRAFT PRINCESS OLIVIA DOLL,5446.1,0.0006111379995921238,0.6366006899374
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5415.0,0.0006076480908891409,0.6372083380282891
23118,PARISIENNE JEWELLERY DRAWER ,5399.02,0.0006058548837806629,0.6378141929120698
23135,SMALL ZINC HEART WALL ORGANISER,5378.8,0.0006035858820451544,0.6384177787941149
22796,PHOTO FRAME 3 CLASSIC HANGING,5377.45,0.0006034343908313593,0.6390212131849462
23169,CLASSIC GLASS COOKIE JAR,5358.5,0.0006013079030525321,0.6396225210879988
23531,WALL ART BIG LOVE ,5340.21,0.0005992554776448936,0.6402217765656437
22946,WOODEN ADVENT CALENDAR CREAM,5340.0,0.00059923191234497,0.6408210084779887
23583,LUNCH BAG PAISLEY PARK  ,5267.75,0.0005911243270140854,0.6414121328050029
22349,DOG BOWL CHASING BALL DESIGN,5227.929999999999,0.0005866558972857001,0.6419987887022885
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5225.219999999999,0.0005863517927009707,0.6425851404949895
22418,10 COLOUR SPACEBOY PEN,5209.17,0.0005845507304925182,0.6431696912254821
23133,LARGE IVORY HEART WALL ORGANISER,5142.91,0.000577115317288028,0.6437468065427701
23158,SET OF 5 LUCKY CAT MAGNETS ,5121.4800000000005,0.0005747105345386736,0.6443215170773088
20718,RED RETROSPOT SHOPPER BAG,5115.31,0.0005740181635837732,0.6448955352408926
37449,CERAMIC CAKE STAND + HANGING CAKES,5084.78,0.0005705922178377259,0.6454661274587303
22904,CALENDAR PAPER CUT DESIGN,5072.64,0.0005692299190707095,0.646035357377801
23132,SMALL IVORY HEART WALL ORGANISER,5069.58,0.0005688865389861073,0.6466042439167872
23157,SET OF 6 NATIVITY MAGNETS ,5058.59,0.0005676532882901014,0.6471718972050773
22947,WOODEN ADVENT CALENDAR RED,5047.6,0.0005664200375940956,0.6477383172426714
20676,RED RETROSPOT BOWL,5046.9800000000005,0.0005663504638514638,0.6483046677065228
21671,RED SPOT CERAMIC DRAWER KNOB,5042.4,0.0005658365158816997,0.6488705042224046
23177,TREASURE ISLAND BOOK BOX,5036.55,0.0005651800539552544,0.6494356842763598
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5034.64,0.0005649657219416629,0.6500006499983014
22623,BOX OF VINTAGE JIGSAW BLOCKS ,5031.570000000001,0.0005646212196999215,0.6505652712180013
21670,BLUE SPOT CERAMIC DRAWER KNOB,5028.5199999999995,0.0005642789617724584,0.6511295501797738
22141,CHRISTMAS CRAFT TREE TOP ANGEL,5025.580000000001,0.000563949047573527,0.6516934992273473
22780,LIGHT GARLAND BUTTERFILES PINK,5018.84,0.0005631927136616908,0.652256691941009
21258,VICTORIAN SEWING BOX LARGE,5014.23,0.0005626753992205091,0.6528193673402295
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,5010.400000000001,0.0005622456130361869,0.6533816129532657
22109,FULL ENGLISH BREAKFAST PLATE,4993.05,0.0005602986703996353,0.6539419116236653
22296,HEART IVORY TRELLIS LARGE,4988.829999999999,0.0005598251200868832,0.6545017367437522
23154,SET OF 4 JAM JAR MAGNETS,4986.49,0.0005595625353163051,0.6550612992790685
22584,PACK OF 6 PANNETONE GIFT BOXES,4982.68,0.0005591349934462612,0.6556204342725148
21844,RED RETROSPOT MUG,4972.1,0.0005579477511929636,0.6561783820237078
22907,PACK OF 20 NAPKINS PANTRY DESIGN,4966.32,0.0005572991443664928,0.6567356811680743
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,4960.5,0.0005566460489114651,0.6572923272169858
22302,COFFEE MUG PEARS  DESIGN,4959.85,0.0005565731086974156,0.6578489003256832
22839,3 TIER CAKE TIN GREEN AND CREAM,4954.5599999999995,0.0005559794875707667,0.658404879813254
22429,ENAMEL MEASURING JUG CREAM,4954.29,0.0005559491893280077,0.658960829002582
23556,LANDMARK FRAME COVENT GARDEN ,4949.55,0.0005554172868440161,0.6595162462894261
23310,BUBBLEGUM RING ASSORTED,4894.83,0.000549276842978189,0.6600655231324043
22366,DOORMAT AIRMAIL ,4887.82,0.0005484902108235938,0.6606140133432279
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,4881.150000000001,0.0005477417320117323,0.6611617550752397
22365,DOORMAT RESPECTABLE HOUSE,4873.44,0.0005468765488573915,0.6617086316240971
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4871.45,0.0005466532395866861,0.6622552848636838
23543,WALL ART KEEP CALM ,4861.75,0.00054556474716164,0.6628008496108454
21242,RED RETROSPOT PLATE ,4860.98,0.0005454783410619198,0.6633463279519073
22120,WELCOME  WOODEN BLOCK LETTERS,4856.5199999999995,0.0005449778589778265,0.6638913058108851
21164,HOME SWEET HOME METAL SIGN ,4850.620000000001,0.0005443157862656851,0.6644356215971507
23109,PACK OF SIX LED TEA LIGHTS,4849.01,0.0005441351189662702,0.664979756716117
23263,SET OF 3 WOODEN HEART DECORATIONS,4829.08,0.0005418986597877991,0.6655216553759048
22595,GINGHAM HEART DECORATION,4828.38,0.0005418201087880536,0.6660634754846928
23126,FELTCRAFT GIRL AMELIE KIT,4824.13,0.0005413431920038839,0.6666048186766966
22464,HANGING METAL HEART LANTERN,4823.499999999999,0.0005412724961041127,0.6671460911728008
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4798.34,0.0005384491487418283,0.6676845403215426
23162,REGENCY TEA STRAINER,4789.24,0.0005374279857451355,0.6682219683072878
22580,ADVENT CALENDAR GINGHAM SACK,4787.68,0.0005372529292314169,0.6687592212365192
23555,LANDMARK FRAME NOTTING HILL ,4768.15,0.0005350613563385147,0.6692942825928577
21907,I'M ON HOLIDAY METAL SIGN,4761.55,0.0005343207326266277,0.6698286033254843
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4756.91,0.0005338000517140283,0.6703624033771983
23554,LANDMARK FRAME OXFORD STREET,4755.65,0.0005336586599144861,0.6708960620371128
22207,FRYING PAN UNION FLAG,4731.36,0.000530932940223314,0.6714269949773362
21756,BATH BUILDING BLOCK WORD,4727.83,0.0005305368187531684,0.6719575317960893
22271,FELTCRAFT DOLL ROSIE,4716.870000000001,0.0005293069345285803,0.6724868387306179
22297,HEART IVORY TRELLIS SMALL,4715.03,0.0005291004576149632,0.6730159391882329
21172,PARTY METAL SIGN ,4708.2699999999995,0.0005283418793888486,0.6735442810676218
23052,RECYCLED ACAPULCO MAT TURQUOISE,4694.75,0.0005268247229366194,0.6740711057905584
22998,TRAVEL CARD WALLET KEEP CALM,4693.4,0.0005266732317228243,0.6745977790222812
22798,ANTIQUE GLASS DRESSING TABLE POT,4687.01,0.0005259561733108611,0.6751237351955921
22088,PAPER BUNTING COLOURED LACE,4683.1,0.0005255174098694249,0.6756492526054615
23295,SET OF 12 MINI LOAF BAKING CASES,4675.61,0.000524676914172147,0.6761739295196336
23314,VINTAGE CHRISTMAS TABLECLOTH,4663.52,0.0005233202261908267,0.6766972497458245
22636,CHILDS BREAKFAST SET CIRCUS PARADE,4656.3,0.0005225100287363078,0.6772197597745607
22849,BREAD BIN DINER STYLE MINT,4646.5599999999995,0.0005214170476827047,0.6777411768222434
23558,LANDMARK FRAME LONDON BRIDGE ,4641.7,0.0005208716793130425,0.6782620485015565
22488,NATURAL SLATE RECTANGLE CHALKBOARD,4636.91,0.0005203341660433547,0.6787823826675998
21558,SKULL LUNCH BOX WITH CUTLERY ,4624.8,0.000518975233747756,0.6793013579013476
23165,LARGE CERAMIC TOP STORAGE JAR,4624.499999999999,0.0005189415690335792,0.6798202994703811
23159,SET OF 5 PANCAKE DAY MAGNETS,4620.97,0.0005185454475634337,0.6803388449179446
22848,BREAD BIN DINER STYLE PINK,4598.349999999999,0.0005160071281145117,0.6808548520460591
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4596.75,0.0005158275829722361,0.6813706796290313
23234,BISCUIT TIN VINTAGE CHRISTMAS,4576.05,0.000513504717694045,0.6818841843467254
21390,FILIGRIS HEART WITH BUTTERFLY,4544.13,0.0005099227921056457,0.682394107138831
23569,TRADTIONAL ALPHABET STAMP SET,4531.95,0.0005085560047100724,0.6829026631435411
22301,COFFEE MUG CAT + BIRD DESIGN,4529.34,0.0005082631216967353,0.6834109262652378
23286,BLUE VINTAGE SPOT BEAKER,4528.29,0.0005081452951971169,0.683919071560435
47599A,PINK PARTY BAGS,4481.62,0.0005029081878283641,0.6844219797482634
82552,WASHROOM METAL SIGN,4462.37,0.0005007480353353603,0.6849227277835988
23010,CIRCUS PARADE BABY GIFT SET,4444.75,0.0004987707944560497,0.6854214985780548
22837,HOT WATER BOTTLE BABUSHKA ,4442.0,0.0004984622012427634,0.6859199607792975
21937,STRAWBERRY   PICNIC BAG,4433.45,0.0004975027568887279,0.6864174635361863
21539,RED RETROSPOT BUTTER DISH,4429.650000000001,0.0004970763371758233,0.686914539873362
22295,HEART FILIGREE DOVE LARGE,4420.169999999999,0.00049601253220784,0.6874105524055699
23285,PINK VINTAGE SPOT BEAKER,4384.83,0.0004920468288778267,0.6879025992344477
84050,PINK HEART SHAPE EGG FRYING PAN,4379.03,0.0004913959777370774,0.6883939952121848
23176,ABC TREASURE BOOK BOX ,4377.76,0.0004912534637803962,0.6888852486759652
21932,SCANDINAVIAN PAISLEY PICNIC BAG,4363.66,0.0004896712222140921,0.6893749198981793
22938,CUPCAKE LACE PAPER SET 6,4355.33,0.0004887364653171195,0.6898636563634964
23198,PANTRY MAGNETIC  SHOPPING LIST,4346.99,0.00048780058626300763,0.6903514569497594
22689,DOORMAT MERRY CHRISTMAS RED ,4340.44,0.0004870655733368167,0.6908385225230962
22142,CHRISTMAS CRAFT WHITE FAIRY ,4339.29,0.0004869365252658061,0.691325459048362
22606,WOODEN SKITTLES GARDEN SET,4336.75,0.0004866514973524435,0.6918121105457145
16014,SMALL CHINESE STYLE SCISSOR,4335.76,0.0004865404037956605,0.6922986509495102
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4327.42,0.00048560452474154866,0.6927842554742517
21498,RED RETROSPOT WRAP ,4320.74,0.0004848549237725478,0.6932691103980243
21933,PINK VINTAGE PAISLEY PICNIC BAG,4295.86,0.0004820629968101615,0.6937511733948345
21833,CAMOUFLAGE LED TORCH,4278.12,0.0004800722900451803,0.6942312456848797
82001S,VINYL RECORD FRAME SILVER,4275.22,0.00047974686447480573,0.6947109925493545
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4263.55,0.0004784373070933327,0.6951894298564478
23288,GREEN VINTAGE SPOT BEAKER,4261.889999999999,0.00047825102900822167,0.695667680885456
15056P,EDWARDIAN PARASOL PINK,4254.16,0.0004773836015396025,0.6961450644869956
23503,PLAYING CARDS KEEP CALM & CARRY ON,4246.71,0.00047654759447088155,0.6966216120814666
23530,WALL ART ONLY ONE PERSON ,4241.25,0.0004759348966728659,0.6970975469781394
22549,PICTURE DOMINOES,4237.04,0.0004754624685172531,0.6975730094466567
20974,12 PENCILS SMALL TUBE SKULL,4235.1,0.0004752447700322439,0.6980482542166889
20979,36 PENCILS TUBE RED RETROSPOT,4233.51,0.0004750663470471075,0.698523320563736
82551,LAUNDRY 15C METAL SIGN,4229.719999999999,0.00047464104949134194,0.6989979616132274
23494,VINTAGE DOILY DELUXE SEWING KIT ,4218.7,0.0004734044323239185,0.6994713660455513
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4213.34,0.0004728029560972951,0.6999441690016486
22082,RIBBON REEL STRIPES DESIGN ,4208.78,0.00047229125244180944,0.7004164602540904
22845,VINTAGE CREAM CAT FOOD CONTAINER,4208.09,0.00047221382359920313,0.7008886740776896
23167,SMALL CERAMIC TOP STORAGE JAR ,4184.179999999999,0.00046953074587932137,0.7013582048235689
23389,SPACEBOY MINI BACKPACK,4163.55,0.00046721573570110485,0.70182542055927
22626,BLACK KITCHEN SCALES,4159.53,0.00046676462853113723,0.7022921851878011
22417,PACK OF 60 SPACEBOY CAKE CASES,4131.6900000000005,0.00046364054305554105,0.7027558257308567
22898,CHILDRENS APRON APPLES DESIGN,4120.85,0.00046242412471662355,0.7032182498555734
22942,CHRISTMAS LIGHTS 10 SANTAS ,4108.75,0.0004610663145781639,0.7036793161701516
23404,HOME SWEET HOME BLACKBOARD,4108.58,0.00046104723790679715,0.7041403634080583
20975,12 PENCILS SMALL TUBE RED RETROSPOT,4101.200000000001,0.0004602190859380508,0.7046005824939964
23241,TREASURE TIN GYMKHANA DESIGN,4099.52,0.0004600305635386613,0.7050606130575351
84987,SET OF 36 TEATIME PAPER DOILIES,4078.68,0.00045769198806052097,0.7055183050455957
23397,FOOT STOOL HOME SWEET HOME ,4069.9,0.0004567067340922834,0.7059750117796879
21876,POTTERING MUG,4058.7599999999998,0.00045545665103918916,0.7064304684307271
84946,ANTIQUE SILVER TEA GLASS ETCHED,4033.0,0.0004525659742485513,0.7068830344049757
22174,PHOTO CUBE,4032.5599999999995,0.00045251659933442543,0.7073355510043101
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4028.19,0.0004520262166645851,0.7077875772209747
21086,SET/6 RED SPOTTY PAPER CUPS,4009.4900000000002,0.00044992778281423854,0.708237505003789
22899,CHILDREN'S APRON DOLLY GIRL ,3986.88,0.0004473905855224558,0.7086848955893115
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3983.63,0.0004470258844522084,0.7091319214737637
22721,SET OF 3 CAKE TINS SKETCHBOOK,3949.7200000000003,0.0004432206495931039,0.7095751421233568
23163,REGENCY SUGAR TONGS,3949.7000000000003,0.00044321840527882547,0.7100183605286357
22748,POPPY'S PLAYHOUSE KITCHEN,3933.7100000000005,0.00044142407601320825,0.7104597846046489
23129,HEART SHAPED HOLLY WREATH,3933.1800000000003,0.0004413646016848294,0.7109011492063337
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3926.72,0.00044063968817289144,0.7113417888945066
22781,GUMBALL MAGAZINE RACK,3916.79,0.00043952538613364325,0.7117813142806403
23340,VINTAGE CHRISTMAS CAKE FRILL,3899.2499999999995,0.0004375571225114464,0.7122188714031518
22841,ROUND CAKE TIN VINTAGE GREEN,3895.48,0.0004371340692699595,0.7126560054724217
23144,ZINC T-LIGHT HOLDER STARS SMALL,3879.9799999999996,0.0004353947257041641,0.7130914001981259
23486,ANTIQUE HEART SHELF UNIT,3879.15,0.00043530158666160864,0.7135267017847875
23557,LANDMARK FRAME BAKER STREET ,3867.85,0.00043403354909428687,0.7139607353338818
22061,LARGE CAKE STAND  HANGING STRAWBERY,3864.63,0.00043367221449545717,0.7143944075483772
22813,PACK 3 BOXES BIRD PANNETONE ,3862.9999999999995,0.0004334893028817638,0.714827896851259
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3860.2400000000002,0.0004331795875113384,0.7152610764387703
23255,CHILDRENS CUTLERY CIRCUS PARADE,3856.59,0.00043277000015552204,0.7156938464389259
21704,BAG 250g SWIRLY MARBLES,3856.3799999999997,0.00043274643485559833,0.7161265928737814
22956,36 FOIL HEART CAKE CASES,3823.5600000000004,0.0004290635151246692,0.7165556563889061
22550,HOLIDAY FUN LUDO,3810.71,0.0004276215432007679,0.7169832779321068
22117,METAL SIGN HER DINNER IS SERVED ,3802.5,0.000426700252189466,0.7174099781842963
23205,CHARLOTTE BAG VINTAGE ALPHABET ,3786.22,0.00042487338036681127,0.7178348515646631
23012,GLASS APOTHECARY BOTTLE PERFUME,3775.4900000000002,0.0004236693057564252,0.7182585208704195
23193,BUFFALO BILL TREASURE BOOK BOX,3768.57,0.00042289277301608307,0.7186814136434356
23283,DOORMAT VINTAGE LEAF,3766.57,0.0004226683415882385,0.7191040819850238
